station_code,raw_station_code,station_id,station_name,province,amphoe,utok_id,basin_id,basin_name,group_id,group_name,zero_gauge_msl,bank_level_relative_m,bank_level_msl,warning_level_msl,critical_level_msl,ground_level,qmax
C.7A,C.7A,318,บ้านบางแก้ว,อ่างทอง,เมืองอ่างทอง,5,10,ลุ่มน้ำเจ้าพระยา,1272,1.เจ้าพระยาสายหลัก,,9.899999618530273,,,,,2862.0
C.บางปะอิน,C.บางปะอิน,711,พระราชวังบางปะอิน,พระนครศรีอยุธยา,บางปะอิน,5,10,ลุ่มน้ำเจ้าพระยา,1280,6.พระราชวังบางปะอิน,,,,,,,
P.17,P.17,347,บ้านท่างิ้ว,นครสวรรค์,บรรพตพิสัย,5,10,ลุ่มน้ำเจ้าพระยา,1030,2.เจ้าพระยาตอนบน,,38.25,38.25,37.75,38.25,,1835.0
B.10,B.10,463,ตลาดท่ายาง,เพชรบุรี,ท่ายาง,7,19,ลุ่มน้ำเพชรบุรี,511,ท้ายเขื่อนเพชร,5.400000095367432,8.5,13.9,13.4,13.9,5.400000095367432,400.0
B.15,B.15,465,ข้างจวนผู้ว่าฯ,เพชรบุรี,เมืองเพชรบุรี,7,19,ลุ่มน้ำเพชรบุรี,511,ท้ายเขื่อนเพชร,0.0,5.099999904632568,5.1,4.6,5.1,0.0,150.0
B.16,B.16,549,สะพานบ้านลาด,เพชรบุรี,บ้านลาด,7,19,ลุ่มน้ำเพชรบุรี,511,ท้ายเขื่อนเพชร,2.0,6.900000095367432,8.9,8.4,8.9,2.0,185.0
B.18,B.18,635,เขาลูกช้าง,เพชรบุรี,ท่ายาง,7,19,ลุ่มน้ำเพชรบุรี,712,ท้ายเขื่อนแก่งกระจาน,21.0,7.0,28.0,27.5,28.0,21.0,290.0
B.19,B.19,707,บ้านหนองหญ้าปล้อง,เพชรบุรี,หนองหญ้าปล้อง,7,19,ลุ่มน้ำเพชรบุรี,1277,ห้วยแม่ประจันต์,64.0,7.0,71.0,70.5,71.0,64.0,
B.3A,B.3A,459,บ้านสองพี่น้อง,เพชรบุรี,แก่งกระจาน,7,19,ลุ่มน้ำเพชรบุรี,712,ท้ายเขื่อนแก่งกระจาน,41.0,4.400000095367432,45.4,44.9,45.4,41.0,260.0
B.6,B.6,708,บ้านสระยายนนท์,เพชรบุรี,แก่งกระจาน,7,19,ลุ่มน้ำเพชรบุรี,1277,ห้วยแม่ประจันต์,20.0,5.0,25.0,24.5,25.0,20.0,
B.8A,B.8A,461,บ้านโพรงเข้,เพชรบุรี,ท่ายาง,7,19,ลุ่มน้ำเพชรบุรี,712,ท้ายเขื่อนแก่งกระจาน,39.099998474121094,6.0,45.1,44.6,45.1,39.099998474121094,
B.9,B.9,462,บ้านสาระเห็ด,เพชรบุรี,ท่ายาง,7,19,ลุ่มน้ำเพชรบุรี,712,ท้ายเขื่อนแก่งกระจาน,25.200000762939453,6.199999809265137,31.4,30.9,31.4,25.200000762939453,300.0
K.10,K.10,433,บ้านลุ่มสุ่ม,กาญจนบุรี,ไทรโยค,7,14,ลุ่มน้ำแม่กลอง,656,แควน้อย,30.399999618530273,10.300000190734863,40.7,40.2,40.7,30.399999618530273,1020.0
K.11A,K.11A,434,บ้านวังขนาย,กาญจนบุรี,ท่าม่วง,7,14,ลุ่มน้ำแม่กลอง,1253,ท้ายเขื่อนแม่กลอง,9.699999809265137,6.199999809265137,15.9,15.4,15.9,9.699999809265137,1300.0
K.12,K.12,435,บ้านทุ่งนานางหรอก,กาญจนบุรี,เมืองกาญจนบุรี,7,14,ลุ่มน้ำแม่กลอง,507,ลำตะเพิน,39.70000076293945,6.099999904632568,45.8,45.3,45.8,39.70000076293945,230.0
K.25A,K.25A,437,บ้านคา,ราชบุรี,บ้านคา,7,14,ลุ่มน้ำแม่กลอง,1254,ลำภาชี,152.0,4.900000095367432,156.9,156.4,156.9,152.0,320.0
K.2B,K.2B,413,สะพานธนะรัชต์,ราชบุรี,เมืองราชบุรี,7,14,ลุ่มน้ำแม่กลอง,1253,ท้ายเขื่อนแม่กลอง,-10.0,14.300000190734863,4.3,3.8,4.3,-10.0,
K.31,K.31,438,ตลิ่ง ณ สถานี K.31 บ้านน้ำโจน,กาญจนบุรี,ไทรโยค,7,14,ลุ่มน้ำแม่กลอง,656,แควน้อย,54.20000076293945,14.800000190734863,69.0,68.5,69.0,54.20000076293945,2210.0
K.32A,K.32A,417,บ้านบ้องตี้น้อย,กาญจนบุรี,ไทรโยค,7,14,ลุ่มน้ำแม่กลอง,656,แควน้อย,84.19999694824219,6.0,90.2,89.7,90.2,84.19999694824219,350.0
K.35A,K.35A,439,บ้านหนองบัว,กาญจนบุรี,เมืองกาญจนบุรี,7,14,ลุ่มน้ำแม่กลอง,508,แควใหญ่,21.5,5.5,27.0,26.5,27.0,21.5,440.0
K.37,K.37,441,บ้านวังเย็น,กาญจนบุรี,เมืองกาญจนบุรี,7,14,ลุ่มน้ำแม่กลอง,656,แควน้อย,19.799999237060547,11.649999618530273,31.45,30.95,31.45,19.799999237060547,1910.0
K.3A,K.3A,432,สะพานข้ามแม่น้ำแม่กลองหน้าศาลากลางจ.กาญจนบุรี,กาญจนบุรี,เมืองกาญจนบุรี,7,14,ลุ่มน้ำแม่กลอง,791,แม่กลอง,14.0,11.800000190734863,25.8,25.3,25.8,14.0,
K.49,K.49,442,บ้านยางสูง,กาญจนบุรี,บ่อพลอย,7,14,ลุ่มน้ำแม่กลอง,507,ลำตะเพิน,98.5,4.5,103.0,102.5,103.0,98.5,
K.54,K.54,444,สะพานรถยนต์บ้านลิ่นถิ่น,กาญจนบุรี,ทองผาภูมิ,7,14,ลุ่มน้ำแม่กลอง,656,แควน้อย,60.599998474121094,8.0,68.6,68.1,68.6,60.599998474121094,1080.0
K.55A,K.55A,421,สะพานค่ายหลวง,ราชบุรี,บ้านโป่ง,7,14,ลุ่มน้ำแม่กลอง,1253,ท้ายเขื่อนแม่กลอง,0.0,9.0,9.0,8.5,9.0,0.0,1730.0
K.56A,K.56A,651,สะพานบ้านหม้อ-สร้อยฟ้า ,ราชบุรี,โพธาราม,7,14,ลุ่มน้ำแม่กลอง,1253,ท้ายเขื่อนแม่กลอง,-2.0,10.300000190734863,8.3,7.8,8.3,-2.0,1870.0
K.57,K.57,423,สะพานบางนกแขวก,สมุทรสงคราม,บางคนที,7,14,ลุ่มน้ำแม่กลอง,1253,ท้ายเขื่อนแม่กลอง,-13.199999809265137,15.5,2.3,1.8,2.3,-13.199999809265137,
K.58,K.58,445,บ้านปากแซง,กาญจนบุรี,ไทรโยค,7,14,ลุ่มน้ำแม่กลอง,656,แควน้อย,39.5,6.300000190734863,45.8,45.3,45.8,39.5,630.0
K.61,K.61,446,บ้านด่านทับตะโก,ราชบุรี,จอมบึง,7,14,ลุ่มน้ำแม่กลอง,1254,ลำภาชี,64.69999694824219,4.650000095367432,69.35,68.85,69.35,64.69999694824219,
K.62,K.62,447,บ้านหนองไผ่,กาญจนบุรี,ด่านมะขามเตี้ย,7,14,ลุ่มน้ำแม่กลอง,1254,ลำภาชี,49.0,5.800000190734863,54.8,54.3,54.8,49.0,
K.63,K.63,684,บ้านใหม่,กาญจนบุรี,ท่าม่วง,7,14,ลุ่มน้ำแม่กลอง,1253,ท้ายเขื่อนแม่กลอง,7.900000095367432,10.100000381469727,18.0,17.5,18.0,7.900000095367432,
K.64,K.64,685,บ้านทุ่งแหลม,ราชบุรี,สวนผึ้ง,7,14,ลุ่มน้ำแม่กลอง,1254,ลำภาชี,79.0,7.5,86.5,86.0,86.5,79.0,
KH.1,Kh.1,215,บ้านมีชัย,หนองคาย,เมืองหนองคาย,3,2,ลุ่มน้ำโขง,452,ลุ่มน้ำโขง,153.60000610351562,11.600000381469727,165.2,164.7,165.2,153.60000610351562,
KH.100,Kh.100,230,บ้านพันลำ,บึงกาฬ,บึงกาฬ,3,2,ลุ่มน้ำโขง,452,ลุ่มน้ำโขง,141.89999389648438,14.0,155.9,155.4,155.9,141.89999389648438,
KH.103,Kh.103,232,บ้านโนนตูม,อุดรธานี,เมืองอุดรธานี,3,2,ลุ่มน้ำโขง,1116,ลุ่มน้ำห้วยหลวง,166.5,5.0,171.5,171.0,171.5,166.5,95.0
KH.104,Kh.104,233,วัดศรีบุญเรือง,มุกดาหาร,เมืองมุกดาหาร,3,2,ลุ่มน้ำโขง,452,ลุ่มน้ำโขง,124.30000305175781,13.0,137.3,136.8,137.3,124.30000305175781,
KH.108,Kh.108,187,บ้านพอกใหญ่,สกลนคร,พรรณานิคม,3,2,ลุ่มน้ำโขง,1119,ลำน้ำอูน,150.0,7.5,157.5,157.0,157.5,150.0,120.0
KH.116,Kh.116,691,บ้านคกมาด  ,เลย,เชียงคาน,3,2,ลุ่มน้ำโขง,1140,แม่น้ำเลย,198.1999969482422,13.199999809265137,211.4,210.9,211.4,198.1999969482422,
KH.123,Kh.123,688,บ้านพิมานท่า,นครพนม,นาแก,3,2,ลุ่มน้ำโขง,1118,ลำน้ำพุง-ลำน้ำก่ำ,135.0,6.5,141.5,141.0,141.5,135.0,210.0
KH.127,Kh.127,683,บ้านจำปา,อุดรธานี,กุดจับ,3,2,ลุ่มน้ำโขง,1116,ลุ่มน้ำห้วยหลวง,173.0,7.300000190734863,180.3,179.8,180.3,173.0,45.0
KH.130,Kh.130,713,เทศบาลเมืองมุกดาหาร อ.เมือง จ.มุกดาหาร,มุกดาหาร,เมืองมุกดาหาร,3,2,ลุ่มน้ำโขง,1288,ห้วยมุก,129.1999969482422,8.699999809265137,137.9,137.4,137.9,129.1999969482422,
KH.16B,Kh.16B,216,บ้านท่าควาย,นครพนม,เมืองนครพนม,3,2,ลุ่มน้ำโขง,452,ลุ่มน้ำโขง,135.0,13.0,148.0,147.5,148.0,135.0,
KH.28A,Kh.28A,218,บ้านนาหลัก,เลย,วังสะพุง,3,2,ลุ่มน้ำโขง,1140,แม่น้ำเลย,239.60000610351562,10.0,249.6,249.1,249.6,239.60000610351562,610.0
KH.53,Kh.53,219,บ้านหนองวัวซอ,อุดรธานี,หนองวัวซอ,3,2,ลุ่มน้ำโขง,1116,ลุ่มน้ำห้วยหลวง,201.3000030517578,5.0,206.3,205.8,206.3,201.3000030517578,80.0
KH.54,Kh.54,171,บ้านนาหว้า,นครพนม,นาหว้า,3,2,ลุ่มน้ำโขง,1119,ลำน้ำอูน,136.1999969482422,11.399999618530273,147.6,147.1,147.6,136.1999969482422,270.0
KH.58A,Kh.58A,220,บ้านฟากเลย,เลย,เมืองเลย,3,2,ลุ่มน้ำโขง,1140,แม่น้ำเลย,228.89999389648438,9.0,237.9,237.4,237.9,228.89999389648438,530.0
KH.61,Kh.61,221,บ้านแก่งบง,เลย,ภูหลวง,3,2,ลุ่มน้ำโขง,1140,แม่น้ำเลย,258.3999938964844,8.5,266.9,266.4,266.9,258.3999938964844,250.0
KH.72,Kh.72,77,บ้านแม่คำหลักเจ็ด,เชียงราย,แม่จัน,1,2,ลุ่มน้ำโขง,1068,Kh.72 - Kh.89,393.3999938964844,5.0,398.4,397.9,398.4,393.3999938964844,170.5
KH.74,Kh.74,222,บ้านท่าห้วยหลัว,สกลนคร,บ้านม่วง,3,2,ลุ่มน้ำโขง,454,ลุ่มน้ำสงคราม,145.3000030517578,9.5,154.8,154.3,154.8,145.3000030517578,250.0
KH.89,Kh.89,78,บ้านหัวสะพาน,เชียงราย,แม่จัน,1,2,ลุ่มน้ำโขง,1068,Kh.72 - Kh.89,406.3900146484375,2.200000047683716,408.59,408.09,408.59,406.3900146484375,66.0
KH.90,Kh.90,179,บ้านตองโขบ,สกลนคร,โคกศรีสุพรรณ,3,2,ลุ่มน้ำโขง,1118,ลำน้ำพุง-ลำน้ำก่ำ,156.5,8.699999809265137,165.2,164.7,165.2,156.5,190.0
KH.93,Kh.93,227,บ้านโคกคำไหล,อุดรธานี,บ้านดุง,3,2,ลุ่มน้ำโขง,454,ลุ่มน้ำสงคราม,185.0,6.0,191.0,190.5,191.0,185.0,150.0
KH.97,Kh.97,228,บ้านเชียงคาน,เลย,เชียงคาน,3,2,ลุ่มน้ำโขง,452,ลุ่มน้ำโขง,194.5,19.0,213.5,213.0,213.5,194.5,
KH.98,Kh.98,229,บ้านท่ากกแดง,บึงกาฬ,เซกา,3,2,ลุ่มน้ำโขง,454,ลุ่มน้ำสงคราม,136.0,13.5,149.5,149.0,149.5,136.0,640.0
KH.9A,Kh.9A,644,บ้านบึงศาลา,สกลนคร,โพนนาแก้ว,3,2,ลุ่มน้ำโขง,1118,ลำน้ำพุง-ลำน้ำก่ำ,150.0,7.199999809265137,157.2,156.7,157.2,150.0,190.0
TL.3,Tl.3,377,บ้านพังงอน,จันทบุรี,โป่งน้ำร้อน,6,17,ลุ่มน้ำโตนเลสาป,1150,คลองพระพุทธ,190.67999267578125,4.940000057220459,195.62,195.12,195.62,190.67999267578125,257.0199890136719
